,date,age,type,quantity,weight,price_min,price_max,price_avg,price_unit,category
1,2014-02-04,1 1/2,ML,57,202,2900,3050,2967,597990,MACHO DE SEGUNDA
2,2014-02-04,1 1/3,ML,26,240,2950,2950,2950,707764,MACHO DE SEGUNDA
3,2014-02-04,1 1/4,ML,25,165,2850,2850,2850,470364,MACHO DE SEGUNDA
4,2014-02-04,2,MC,2,254,3000,3000,3000,762000,MACHO DE SEGUNDA
5,2014-02-04,3,MC,15,431,3040,3040,3040,1309237,MACHO DE SEGUNDA
6,2014-02-04,3,TO,9,637,2640,2900,2789,1774151,MACHO DE SEGUNDA
0,2014-02-11,3,HV,2,515,2760,2860,2810,1447200,HEMBRA DE PRIMERA
1,2014-02-11,3,VE,49,525,2400,2860,2630,1392935,HEMBRA DE PRIMERA
2,2014-02-11,3,MC,19,432,2980,3040,3010,1299874,MACHO DE PRIMERA
3,2014-02-11,3,TO,2,704,2780,2960,2870,2015620,MACHO DE PRIMERA
4,2014-02-11,2 3/4,VE,10,363,1600,2300,1950,707260,HEMBRA DE SEGUNDA
5,2014-02-11,3,VE,26,409,1800,2520,2240,918912,HEMBRA DE SEGUNDA
6,2014-02-11,3,TO,7,685,2500,2840,2743,1876549,MACHO DE SEGUNDA
0,2014-02-13,1,HL,17,142,2700,2750,2725,388096,HEMBRA DE PRIMERA
1,2014-02-13,1 1/2,HL,54,199,2600,3450,2875,569758,HEMBRA DE PRIMERA
2,2014-02-13,1 1/3,HL,14,225,2400,2700,2550,572610,HEMBRA DE PRIMERA
3,2014-02-13,2,HL,1,256,2340,2340,2340,599040,HEMBRA DE PRIMERA
4,2014-02-13,2,HV,34,257,2540,2650,2597,667547,HEMBRA DE PRIMERA
5,2014-02-13,2 1/2,HV,40,343,2460,3200,2646,906618,HEMBRA DE PRIMERA
6,2014-02-13,2 1/2,VE,7,346,2500,2500,2500,865725,HEMBRA DE PRIMERA
7,2014-02-13,2 1/4,HV,54,317,2300,2760,2590,819797,HEMBRA DE PRIMERA
8,2014-02-13,2 3/4,HV,19,378,2600,2640,2620,991826,HEMBRA DE PRIMERA
9,2014-02-13,2 3/4,VE,1,388,2520,2520,2520,977760,HEMBRA DE PRIMERA
10,2014-02-13,3,VE,76,469,2360,2640,2504,1175772,HEMBRA DE PRIMERA
11,2014-02-13,1,ML,11,142,3400,3400,3400,481576,MACHO DE PRIMERA
12,2014-02-13,1 1/2,ML,178,206,3200,3600,3350,689103,MACHO DE PRIMERA
13,2014-02-13,1 1/3,ML,20,248,3250,3250,3250,804375,MACHO DE PRIMERA
14,2014-02-13,1 1/4,ML,26,164,3300,3300,3300,540969,MACHO DE PRIMERA
15,2014-02-13,2,MC,42,275,2960,3240,3100,852659,MACHO DE PRIMERA
16,2014-02-13,2,ML,10,271,3000,3000,3000,812400,MACHO DE PRIMERA
17,2014-02-13,2 1/2,MC,18,323,3060,3060,3060,987034,MACHO DE PRIMERA
18,2014-02-13,2 1/4,MC,38,305,3040,3100,3070,937693,MACHO DE PRIMERA
19,2014-02-13,3,MC,1,420,2640,2640,2640,1108800,MACHO DE PRIMERA
20,2014-02-13,3,TO,2,476,2900,2920,2910,1385200,MACHO DE PRIMERA
0,2014-02-13,,HL,1,90,1800,1800,1800,162000,HEMBRA DE SEGUNDA
1,2014-02-13,1 1/2,HL,1,218,2000,2000,2000,436000,HEMBRA DE SEGUNDA
2,2014-02-13,1 1/4,HL,3,164,2400,2400,2400,393600,HEMBRA DE SEGUNDA
3,2014-02-13,2,VE,1,260,2400,2400,2400,624000,HEMBRA DE SEGUNDA
4,2014-02-13,2 1/4,HL,2,298,2550,2550,2550,759900,HEMBRA DE SEGUNDA
5,2014-02-13,2 1/4,HV,8,312,2500,2500,2500,781250,HEMBRA DE SEGUNDA
6,2014-02-13,2 1/4,VE,3,314,2360,2360,2360,741040,HEMBRA DE SEGUNDA
7,2014-02-13,2 3/4,VE,26,387,1900,2420,2260,873260,HEMBRA DE SEGUNDA
8,2014-02-13,3,HV,3,410,2600,2600,2600,1066000,HEMBRA DE SEGUNDA
9,2014-02-13,3,VE,20,440,2260,2420,2320,1020985,HEMBRA DE SEGUNDA
10,2014-02-13,3,VP,15,464,2400,2450,2425,1125880,HEMBRA DE SEGUNDA
11,2014-02-13,,ML,10,108,2800,3700,3250,350300,MACHO DE SEGUNDA
12,2014-02-13,1,ML,27,136,2500,3500,3130,424150,MACHO DE SEGUNDA
13,2014-02-13,1 1/2,ML,129,192,2650,3250,3114,599494,MACHO DE SEGUNDA
14,2014-02-13,1 1/3,ML,86,232,2900,3200,3070,711866,MACHO DE SEGUNDA
15,2014-02-13,1 1/4,ML,109,163,2400,3200,2942,481937,MACHO DE SEGUNDA
16,2014-02-13,2,MC,82,269,2900,3140,3022,812152,MACHO DE SEGUNDA
17,2014-02-13,2,ML,31,274,2800,3100,2950,807726,MACHO DE SEGUNDA
18,2014-02-13,2 1/2,MC,119,343,2760,2980,2900,993964,MACHO DE SEGUNDA
19,2014-02-13,2 1/4,MC,167,299,2840,3120,3004,898228,MACHO DE SEGUNDA
20,2014-02-13,3,MC,2,426,2780,2780,2780,1184280,MACHO DE SEGUNDA
0,2014-02-18,2 1/2,VE,3,346,2540,2540,2540,878840,HEMBRA DE PRIMERA
1,2014-02-18,3,VE,34,494,2440,2760,2602,1288142,HEMBRA DE PRIMERA
2,2014-02-18,3,TO,13,461,2960,3040,3000,1381637,MACHO DE PRIMERA
3,2014-02-18,2 1/2,VE,10,346,2040,2440,2293,791799,HEMBRA DE SEGUNDA
4,2014-02-18,2 3/4,HV,2,376,2640,2640,2640,992640,HEMBRA DE SEGUNDA
5,2014-02-18,2 3/4,VE,8,377,2020,2480,2200,832675,HEMBRA DE SEGUNDA
6,2014-02-18,3,VE,8,411,2240,2240,2240,920080,HEMBRA DE SEGUNDA
7,2014-02-18,2 1/2,MC,1,358,2720,2720,2720,973760,MACHO DE SEGUNDA
8,2014-02-18,2 3/4,MC,3,384,2640,2640,2640,1013760,MACHO DE SEGUNDA
9,2014-02-18,3,TO,15,477,2540,3060,2793,1341191,MACHO DE SEGUNDA
0,2014-02-20,1 1/2,HL,43,211,2500,2700,2638,556205,HEMBRA DE PRIMERA
1,2014-02-20,1 1/3,HL,10,233,2950,2950,2950,688530,HEMBRA DE PRIMERA
2,2014-02-20,1 1/4,HL,31,153,2600,2750,2683,411253,HEMBRA DE PRIMERA
3,2014-02-20,2,HV,4,272,2720,2720,2720,739840,HEMBRA DE PRIMERA
4,2014-02-20,2 1/2,HV,3,348,2780,2980,2880,1001450,HEMBRA DE PRIMERA
5,2014-02-20,2 1/2,VE,8,352,2640,2640,2640,929280,HEMBRA DE PRIMERA
6,2014-02-20,2 3/4,HV,12,376,2660,2820,2753,1034669,HEMBRA DE PRIMERA
7,2014-02-20,2 3/4,VE,2,384,2480,2480,2480,952320,HEMBRA DE PRIMERA
8,2014-02-20,3,HV,5,441,2800,2900,2853,1258720,HEMBRA DE PRIMERA
9,2014-02-20,3,VE,30,457,2540,2860,2677,1228731,HEMBRA DE PRIMERA
10,2014-02-20,,ML,1,118,3350,3350,3350,395300,MACHO DE PRIMERA
11,2014-02-20,1 1/3,ML,31,226,3150,3400,3275,737788,MACHO DE PRIMERA
12,2014-02-20,1 1/4,ML,26,170,3350,3550,3450,587723,MACHO DE PRIMERA
13,2014-02-20,2,MC,20,263,3200,3200,3200,841120,MACHO DE PRIMERA
14,2014-02-20,2 1/2,MC,60,330,3100,3180,3160,1044288,MACHO DE PRIMERA
15,2014-02-20,3,TO,4,673,2900,3000,2925,1970900,MACHO DE PRIMERA
16,2014-02-20,1 1/2,HL,16,213,2600,2600,2600,554112,HEMBRA DE SEGUNDA
17,2014-02-20,2 1/2,HV,9,326,2460,2460,2460,801419,HEMBRA DE SEGUNDA
18,2014-02-20,2 1/2,VE,4,356,2180,2420,2300,817830,HEMBRA DE SEGUNDA
19,2014-02-20,2 1/4,HV,5,310,2460,2600,2530,784860,HEMBRA DE SEGUNDA
20,2014-02-20,2 1/4,VE,2,318,2200,2200,2200,699600,HEMBRA DE SEGUNDA
0,2014-02-20,2 3/4,VE,5,378,2100,2460,2327,880554,HEMBRA DE SEGUNDA
1,2014-02-20,3,VE,4,414,2560,2560,2560,1058560,HEMBRA DE SEGUNDA
2,2014-02-20,,ML,9,112,800,2800,2033,235200,MACHO DE SEGUNDA
3,2014-02-20,1,ML,36,142,3050,3400,3225,459528,MACHO DE SEGUNDA
4,2014-02-20,1 1/2,ML,152,203,2460,3400,3023,613400,MACHO DE SEGUNDA
5,2014-02-20,1 1/3,MC,3,227,3080,3080,3080,700176,MACHO DE SEGUNDA
6,2014-02-20,1 1/3,ML,18,234,3100,3180,3147,735973,MACHO DE SEGUNDA
7,2014-02-20,1 1/4,ML,43,164,2300,3350,2996,491695,MACHO DE SEGUNDA
8,2014-02-20,2,MC,72,268,2700,3200,3010,805068,MACHO DE SEGUNDA
9,2014-02-20,2,ML,5,261,2820,2820,2820,735456,MACHO DE SEGUNDA
10,2014-02-20,2 1/2,MC,20,323,3040,3040,3040,982224,MACHO DE SEGUNDA
11,2014-02-20,2 1/2,ML,4,320,2860,2860,2860,913770,MACHO DE SEGUNDA
12,2014-02-20,2 1/4,MC,101,296,3060,3180,3090,913919,MACHO DE SEGUNDA
13,2014-02-20,2 3/4,MC,1,386,2700,2700,2700,1042200,MACHO DE SEGUNDA
14,2014-02-20,3,MC,1,410,2760,2760,2760,1131600,MACHO DE SEGUNDA
15,2014-02-20,3,TO,2,684,2600,3020,2810,1930020,MACHO DE SEGUNDA
0,2014-02-25,3,VE,36,513,2680,2840,2754,1412755,HEMBRA DE PRIMERA
1,2014-02-25,2 3/4,MC,8,395,2900,2900,2900,1145500,MACHO DE PRIMERA
2,2014-02-25,3,TO,12,499,2920,3060,3007,1502970,MACHO DE PRIMERA
3,2014-02-25,3,HV,2,405,2520,2520,2520,1020600,HEMBRA DE SEGUNDA
4,2014-02-25,3,VE,22,450,2560,2640,2605,1172329,HEMBRA DE SEGUNDA
0,2014-02-27,1,HL,12,149,2600,2600,2600,367400,HEMBRA DE PRIMERA
1,2014-02-27,1 1/2,HL,15,217,2650,2650,2650,574176,HEMBRA DE PRIMERA
2,2014-02-27,1 1/4,HL,14,179,2650,2650,2650,473562,HEMBRA DE PRIMERA
3,2014-02-27,2 1/4,HV,19,313,2650,2700,2675,637977,HEMBRA DE PRIMERA
4,2014-02-27,2 3/4,HV,16,392,2660,2600,2753,1060077,HEMBRA DE PRIMERA
5,2014-02-27,2 3/4,VE,3,364,2540,2540,2540,975360,HEMBRA DE PRIMERA
6,2014-02-27,3,HV,13,416,2700,2660,2767,1163443,HEMBRA DE PRIMERA
7,2014-02-27,3,VE,16,495,2660,2620,2760,1379546,HEMBRA DE PRIMERA
8,2014-02-27,1 1/2,ML,26,190,3400,3450,3425,650106,MACHO DE PRIMERA
9,2014-02-27,1 1/3,ML,46,230,3300,3400,3333,767764,MACHO DE PRIMERA
10,2014-02-27,1 1/4,ML,47,163,3250,3550,3360,549447,MACHO DE PRIMERA
11,2014-02-27,2 1/2,MC,36,336,3100,3220,3160,1062666,MACHO DE PRIMERA
12,2014-02-27,2 1/4,MC,20,316,3220,3220,3220,1024604,MACHO DE PRIMERA
13,2014-02-27,3,TO,1,534,2960,2960,2960,1591320,MACHO DE PRIMERA
14,2014-02-27,2 1/2,VE,7,340,2320,2960,2633,692127,HEMBRA DE SEGUNDA
15,2014-02-27,2 3/4,VE,14,376,2440,2600,2500,940736,HEMBRA DE SEGUNDA
16,2014-02-27,3,HV,1,400,2540,2540,2540,1016000,HEMBRA DE SEGUNDA
17,2014-02-27,3,VE,5,444,2100,2560,2293,1015013,HEMBRA DE SEGUNDA
0,2014-02-27,1,ML,71,145,1500,3150,2662,386247,MACHO DE SEGUNDA
1,2014-02-27,1 1/2,ML,55,198,2750,3100,2930,578588,MACHO DE SEGUNDA
2,2014-02-27,1 1/3,ML,60,242,2750,3300,3090,747086,MACHO DE SEGUNDA
3,2014-02-27,1 1/4,ML,45,164,2800,3350,3150,518238,MACHO DE SEGUNDA
4,2014-02-27,2,MC,40,272,3120,3160,3140,853574,MACHO DE SEGUNDA
5,2014-02-27,2,ML,6,271,2860,2860,2860,776004,MACHO DE SEGUNDA
6,2014-02-27,2 1/2,MC,18,331,3020,3020,3020,999952,MACHO DE SEGUNDA
7,2014-02-27,2 1/4,MC,38,297,3040,3060,3050,905004,MACHO DE SEGUNDA
8,2014-02-27,2 3/4,MC,1,390,3000,3000,3000,1170000,MACHO DE SEGUNDA
9,2014-02-27,3,TO,3,547,1000,2820,2053,1144733,MACHO DE SEGUNDA
0,2014-03-04,3,VE,8,472,2700,2920,2810,1325880,HEMBRA DE PRIMERA
1,2014-03-04,2 1/2,MC,1,356,2900,2900,2900,1032400,MACHO DE PRIMERA
2,2014-03-04,3,TO,8,483,3000,3100,3052,1472808,MACHO DE PRIMERA
3,2014-03-04,2 3/4,VE,3,366,2620,2620,2620,958920,HEMBRA DE SEGUNDA
4,2014-03-04,3,VE,19,431,2240,2640,2475,1066420,HEMBRA DE SEGUNDA
0,2014-03-06,,HL,31,115,2700,2900,2817,325283,HEMBRA DE PRIMERA
1,2014-03-06,1,HL,10,133,2500,2600,2550,339150,HEMBRA DE PRIMERA
2,2014-03-06,1 1/2,HL,69,195,2400,2850,2617,509889,HEMBRA DE PRIMERA
3,2014-03-06,1 1/3,HL,33,243,2700,2750,2733,664367,HEMBRA DE PRIMERA
4,2014-03-06,1 1/4,HL,26,166,2400,2700,2550,424550,HEMBRA DE PRIMERA
5,2014-03-06,2,HV,12,254,2800,2800,2800,711200,HEMBRA DE PRIMERA
6,2014-03-06,2 1/2,HV,13,346,2600,2700,2650,915950,HEMBRA DE PRIMERA
7,2014-03-06,2 1/4,HL,5,290,2720,2720,2720,788800,HEMBRA DE PRIMERA
8,2014-03-06,2 1/4,HV,24,302,2560,2740,2658,802828,HEMBRA DE PRIMERA
9,2014-03-06,2 3/4,HV,27,366,2680,2800,2740,1002920,HEMBRA DE PRIMERA
10,2014-03-06,2 3/4,VE,1,374,2600,2600,2600,972400,HEMBRA DE PRIMERA
11,2014-03-06,3,VE,71,454,2540,2860,2669,1213819,HEMBRA DE PRIMERA
12,2014-03-06,3,VP,17,418,2450,2650,2550,1065675,HEMBRA DE PRIMERA
13,2014-03-06,1 1/2,ML,26,195,3300,3350,3325,648400,MACHO DE PRIMERA
14,2014-03-06,1 1/3,ML,49,238,3250,3350,3317,789600,MACHO DE PRIMERA
15,2014-03-06,1 1/4,ML,16,171,3100,3300,3233,553933,MACHO DE PRIMERA
16,2014-03-06,2,MC,60,276,3300,3320,3313,914480,MACHO DE PRIMERA
17,2014-03-06,2 1/4,MC,20,305,3140,3140,3140,957700,MACHO DE PRIMERA
18,2014-03-06,2 3/4,MC,60,380,3040,3080,3065,1163950,MACHO DE PRIMERA
19,2014-03-06,3,TO,2,794,2880,3180,3030,2407620,MACHO DE PRIMERA
20,2014-03-06,,HL,6,91,2000,2800,2375,219450,HEMBRA DE SEGUNDA
0,2014-03-06,1 1/2,HL,1,216,1800,1800,1800,388800,HEMBRA DE SEGUNDA
1,2014-03-06,1 1/3,HL,10,224,2100,2350,2225,498950,HEMBRA DE SEGUNDA
2,2014-03-06,2,HL,1,250,2250,2250,2250,562500,HEMBRA DE SEGUNDA
3,2014-03-06,2 1/2,HV,3,330,2360,2520,2440,805820,HEMBRA DE SEGUNDA
4,2014-03-06,2 1/2,VE,12,336,2100,2600,2373,796677,HEMBRA DE SEGUNDA
5,2014-03-06,2 1/4,HV,10,300,2200,2700,2433,726900,HEMBRA DE SEGUNDA
6,2014-03-06,2 3/4,VE,19,376,2220,2660,2472,928870,HEMBRA DE SEGUNDA
7,2014-03-06,2 3/4,VP,5,375,2450,2450,2450,918750,HEMBRA DE SEGUNDA
8,2014-03-06,3,VE,15,431,2400,2600,2500,1074400,HEMBRA DE SEGUNDA
9,2014-03-06,3,VP,31,481,2300,2600,2495,1194095,HEMBRA DE SEGUNDA
10,2014-03-06,,ML,19,110,2800,3100,2967,325733,MACHO DE SEGUNDA
11,2014-03-06,1,ML,3,132,2700,2700,2700,356400,MACHO DE SEGUNDA
12,2014-03-06,1 1/2,ML,24,202,3050,3250,3150,636300,MACHO DE SEGUNDA
13,2014-03-06,1 1/3,ML,22,240,3000,3240,3120,751380,MACHO DE SEGUNDA
14,2014-03-06,1 1/4,ML,3,168,2500,3000,2750,460750,MACHO DE SEGUNDA
15,2014-03-06,2,MC,1,270,2550,2550,2550,688500,MACHO DE SEGUNDA
16,2014-03-06,2,ML,10,252,3280,3280,3280,826560,MACHO DE SEGUNDA
17,2014-03-06,3,TO,3,545,2720,3000,2847,1547973,MACHO DE SEGUNDA
0,2014-03-11,2 3/4,HV,2,363,2700,2700,2700,980100,HEMBRA DE PRIMERA
1,2014-03-11,3,HV,7,436,2660,2820,2755,1201110,HEMBRA DE PRIMERA
2,2014-03-11,3,VE,16,463,2520,2820,2668,1237200,HEMBRA DE PRIMERA
3,2014-03-11,3,TO,1,504,2940,2940,2940,1481760,MACHO DE PRIMERA
4,2014-03-11,2 3/4,VE,9,392,1880,2460,2170,851580,HEMBRA DE SEGUNDA
5,2014-03-11,3,VE,17,452,2180,2780,2487,1123460,HEMBRA DE SEGUNDA
6,2014-03-11,3,VP,8,602,2850,2850,2850,1715700,HEMBRA DE SEGUNDA
7,2014-03-11,3,TO,1,576,2460,2460,2460,1416960,MACHO DE SEGUNDA
0,2014-03-13,,HL,2,118,3000,3000,3000,354000,HEMBRA DE PRIMERA
1,2014-03-13,1,HL,20,148,2950,2950,2950,435125,HEMBRA DE PRIMERA
2,2014-03-13,1 1/2,HL,32,200,2700,2850,2750,548725,HEMBRA DE PRIMERA
3,2014-03-13,1 1/3,HL,53,241,2700,3000,2875,693100,HEMBRA DE PRIMERA
4,2014-03-13,1 1/4,HL,9,168,2800,2950,2883,484450,HEMBRA DE PRIMERA
5,2014-03-13,2,HV,27,259,2500,2900,2740,708470,HEMBRA DE PRIMERA
6,2014-03-13,2 1/2,HV,3,343,2640,2640,2640,905520,HEMBRA DE PRIMERA
7,2014-03-13,2 1/4,HV,33,288,2750,2750,2750,790625,HEMBRA DE PRIMERA
8,2014-03-13,2 3/4,VE,5,393,2580,2580,2580,1013940,HEMBRA DE PRIMERA
9,2014-03-13,3,VE,43,460,2520,2880,2680,1235673,HEMBRA DE PRIMERA
10,2014-03-13,3,VP,13,502,2350,2750,2630,1326120,HEMBRA DE PRIMERA
11,2014-03-13,,ML,17,129,3700,3700,3700,477300,MACHO DE PRIMERA
12,2014-03-13,1 1/2,ML,72,204,3400,3600,3517,715283,MACHO DE PRIMERA
13,2014-03-13,1 1/4,ML,8,157,3600,3600,3600,565200,MACHO DE PRIMERA
14,2014-03-13,2,MC,1,260,3300,3300,3300,858000,MACHO DE PRIMERA
15,2014-03-13,21/2,MC,18,358,3140,3140,3140,1124120,MACHO DE PRIMERA
16,2014-03-13,2 1/4,MC,60,301,3200,3280,3253,977733,MACHO DE PRIMERA
17,2014-03-13,3,MC,4,494,3060,3060,3060,1511640,MACHO DE PRIMERA
18,2014-03-13,1,HL,4,140,2300,2300,2300,320850,HEMBRA DE SEGUNDA
19,2014-03-13,2 1/2,VE,12,345,2400,2600,2500,863125,HEMBRA DE SEGUNDA
20,2014-03-13,2 1/4,HV,3,306,2600,2600,2600,795600,HEMBRA DE SEGUNDA
0,2014-03-13,2 1/4,VE,1,312,2520,2520,2520,786240,HEMBRA DE SEGUNDA
1,2014-03-13,2 3/4,VE,12,377,2250,2580,2402,906065,HEMBRA DE SEGUNDA
2,2014-03-13,3,VE,5,417,2400,2500,2450,1022100,HEMBRA DE SEGUNDA
3,2014-03-13,3,VP,7,424,2600,2600,2600,1102400,HEMBRA DE SEGUNDA
4,2014-03-13,,ML,9,123,3000,3000,3000,369000,MACHO DE SEGUNDA
5,2014-03-13,1 1/2,ML,7,198,3100,3100,3100,613800,MACHO DE SEGUNDA
6,2014-03-13,1 1/3,ML,51,232,2700,3400,3206,743338,MACHO DE SEGUNDA
7,2014-03-13,1 1/4,ML,39,173,3100,3150,3133,543100,MACHO DE SEGUNDA
8,2014-03-13,2,MC,38,265,3220,3260,3247,860553,MACHO DE SEGUNDA
9,2014-03-13,2 1/2,MC,41,343,2940,3200,3107,1064420,MACHO DE SEGUNDA
10,2014-03-13,2 1/4,MC,78,304,3160,3240,3205,973540,MACHO DE SEGUNDA
11,2014-03-13,2 3/4,MC,3,394,2900,2940,2920,1150400,MACHO DE SEGUNDA
12,2014-03-13,3,MC,1,410,2960,2960,2960,1213600,MACHO DE SEGUNDA
13,2014-03-13,3,TO,1,630,2500,2500,2500,1575000,MACHO DE SEGUNDA
0,2014-03-18,3,TO,1,554,3100,3100,3100,1717400,MACHO DE PRIMERA
1,2014-03-18,3,VE,1,414,2350,2350,2350,972900,HEMBRA DE SEGUNDA
2,2014-03-18,1,ML,2,136,3000,3000,3000,408000,MACHO DE SEGUNDA
3,2014-03-18,1 1/4,ML,2,156,2900,2900,2900,452400,MACHO DE SEGUNDA
0,2014-03-20,1,HL,11,139,2600,2650,2625,364900,HEMBRA DE PRIMERA
1,2014-03-20,1 1/2,HL,32,205,2750,2950,2867,586750,HEMBRA DE PRIMERA
2,2014-03-20,1 1/3,HL,24,230,2600,2800,2700,621975,HEMBRA DE PRIMERA
3,2014-03-20,1 1/4,HL,20,175,2800,2800,2800,490000,HEMBRA DE PRIMERA
4,2014-03-20,2,HV,1,264,2650,2650,2650,699600,HEMBRA DE PRIMERA
5,2014-03-20,2 1/2,HV,1,320,2620,2620,2620,838400,HEMBRA DE PRIMERA
6,2014-03-20,2 1/4,HV,3,312,2800,2800,2800,873600,HEMBRA DE PRIMERA
7,2014-03-20,2 3/4,VE,1,390,2500,2500,2500,975000,HEMBRA DE PRIMERA
8,2014-03-20,3,HV,9,407,2960,2960,2960,1204720,HEMBRA DE PRIMERA
9,2014-03-20,3,VE,23,465,2320,2920,2700,1251950,HEMBRA DE PRIMERA
10,2014-03-20,3,VP,5,450,2550,2650,2600,1169650,HEMBRA DE PRIMERA
11,2014-03-20,,ML,18,106,3000,3750,3375,360000,MACHO DE PRIMERA
12,2014-03-20,1 1/2,ML,3,184,3450,3450,3450,634800,MACHO DE PRIMERA
13,2014-03-20,1 1/4,ML,23,150,3750,3750,3750,562500,MACHO DE PRIMERA
14,2014-03-20,2,MC,2,262,3240,3240,3240,848880,MACHO DE PRIMERA
15,2014-03-20,2 1/2,MC,28,332,3240,3280,3260,1083940,MACHO DE PRIMERA
16,2014-03-20,2 1/4,MC,70,301,3160,3280,3236,973696,MACHO DE PRIMERA
17,2014-03-20,2 3/4,MC,50,365,3120,3160,3140,1146120,MACHO DE PRIMERA
18,2014-03-20,3,TO,1,668,3220,3220,3220,2150960,MACHO DE PRIMERA
19,2014-03-20,,HL,12,102,2900,2900,2900,295800,HEMBRA DE SEGUNDA
20,2014-03-20,1,HL,8,145,2500,2500,2500,362500,HEMBRA DE SEGUNDA
0,2014-03-20,1 1/4,HL,6,171,2700,2700,2700,461700,HEMBRA DE SEGUNDA
1,2014-03-20,2,HV,7,261,2550,2550,2550,665550,HEMBRA DE SEGUNDA
2,2014-03-20,2 1/2,VE,4,325,2480,2480,2480,806000,HEMBRA DE SEGUNDA
3,2014-03-20,2 1/4,VE,2,314,2000,2350,2175,683650,HEMBRA DE SEGUNDA
4,2014-03-20,2 3/4,HV,2,393,2560,2560,2560,1006080,HEMBRA DE SEGUNDA
5,2014-03-20,2 3/4,VE,2,376,2440,2440,2440,917440,HEMBRA DE SEGUNDA
6,2014-03-20,3,VE,2,518,2500,2500,2500,1295000,HEMBRA DE SEGUNDA
7,2014-03-20,,ML,30,118,3200,3550,3325,392200,MACHO DE SEGUNDA
8,2014-03-20,1,ML,11,141,2950,3250,3133,441767,MACHO DE SEGUNDA
9,2014-03-20,1 1/2,ML,53,194,3250,3500,3367,652283,MACHO DE SEGUNDA
10,2014-03-20,1 1/3,ML,24,237,3250,3400,3325,788100,MACHO DE SEGUNDA
11,2014-03-20,1 1/4,ML,8,163,3300,3300,3300,537900,MACHO DE SEGUNDA
12,2014-03-20,2,MC,25,259,3060,3350,3205,829225,MACHO DE SEGUNDA
13,2014-03-20,2,ML,5,267,3020,3280,3150,840920,MACHO DE SEGUNDA
14,2014-03-20,2 1/2,MC,8,331,3100,3140,3127,1035880,MACHO DE SEGUNDA
15,2014-03-20,2 1/4,MC,17,315,3100,3100,3100,976500,MACHO DE SEGUNDA
16,2014-03-20,2 1/4,ML,1,312,2860,2860,2860,892320,MACHO DE SEGUNDA
17,2014-03-20,2 3/4,MC,3,390,2920,2920,2920,1138800,MACHO DE SEGUNDA
0,2014-03-25,2 1/2,HV,19,347,2640,2900,2723,945473,HEMBRA DE PRIMERA
1,2014-03-25,2 1/4,HV,12,282,2760,2760,2760,778320,HEMBRA DE PRIMERA
2,2014-03-25,2 3/4,HV,24,364,2680,2860,2793,1017920,HEMBRA DE PRIMERA
3,2014-03-25,2 3/4,VE,1,386,2800,2800,2800,1080800,HEMBRA DE PRIMERA
4,2014-03-25,2 3/4,VP,2,375,2350,2350,2350,881250,HEMBRA DE PRIMERA
5,2014-03-25,3,VE,9,524,2820,3000,2930,1535220,HEMBRA DE PRIMERA
6,2014-03-25,1,ML,12,145,3200,3200,3200,464000,MACHO DE PRIMERA
7,2014-03-25,3,MC,22,427,3000,3200,3080,1316365,MACHO DE PRIMERA
8,2014-03-25,3,TO,1,426,3020,3020,3020,1286520,MACHO DE PRIMERA
9,2014-03-25,1 1/4,HL,4,158,2500,2500,2500,395000,HEMBRA DE SEGUNDA
10,2014-03-25,2 1/2,VE,5,358,2540,2540,2540,909320,HEMBRA DE SEGUNDA
11,2014-03-25,2 1/4,VP,1,292,2200,2200,2200,642400,HEMBRA DE SEGUNDA
12,2014-03-25,3,VE,8,423,2620,2720,2670,1130510,HEMBRA DE SEGUNDA
13,2014-03-25,3,VP,2,434,2200,2200,2200,954800,HEMBRA DE SEGUNDA
14,2014-03-25,1 1/2,ML,46,185,1800,3300,2700,498800,MACHO DE SEGUNDA
15,2014-03-25,2,MC,8,277,3100,3100,3100,858700,MACHO DE SEGUNDA
16,2014-03-25,3,MC,5,408,2920,2920,2920,1191360,MACHO DE SEGUNDA
0,2014-03-25,3,TO,1,430,2750,2750,2750,1182500,MACHO DE SEGUNDA
0,2014-03-27,1,HL,1,134,2850,2850,2850,381900,HEMBRA DE PRIMERA
1,2014-03-27,1 1/2,HL,56,207,2700,2950,2880,595010,HEMBRA DE PRIMERA
2,2014-03-27,1 1/3,HL,51,232,2700,2850,2800,648312,HEMBRA DE PRIMERA
3,2014-03-27,1 1/4,HL,13,160,2700,2950,2783,444933,HEMBRA DE PRIMERA
4,2014-03-27,2,HV,4,278,2650,2650,2650,736700,HEMBRA DE PRIMERA
5,2014-03-27,2 1/4,HV,31,316,2600,2750,2700,851750,HEMBRA DE PRIMERA
6,2014-03-27,2 3/4,HV,13,364,2780,2860,2825,1026810,HEMBRA DE PRIMERA
7,2014-03-27,2 3/4,VE,10,376,2620,2800,2710,1017740,HEMBRA DE PRIMERA
8,2014-03-27,3,VE,19,449,2720,3200,2900,1306087,HEMBRA DE PRIMERA
9,2014-03-27,3,VP,5,519,2550,2600,2575,1336050,HEMBRA DE PRIMERA
10,2014-03-27,,ML,7,120,3450,4100,3775,452250,MACHO DE PRIMERA
11,2014-03-27,1,ML,29,140,3500,3500,3500,488250,MACHO DE PRIMERA
12,2014-03-27,1 1/2,ML,46,201,3400,3750,3567,716350,MACHO DE PRIMERA
